"id","nome_interno","nome_paciente","modalidade","regiao","contraste","lado","detalhe","convenio","exibir","revisar"
"366","RM BRAÇO DIREITO COM CONTRASTE (AD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC) | RM BRAÇO DIREITO COM CONTRASTE (PD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC)","RM Braço","RM","Braço","COM","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM BRAÇO DIREITO COM CONTRASTE (AD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC); RM BRAÇO DIREITO COM CONTRASTE (PD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC)"
"367","RM BRAÇO ESQUERDO - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC)","RM Braço","RM","Braço","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"368","RM BRAÇO ESQUERDO COM CONTRASTE (PD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC) | RM BRAÇO ESQUERDO COM CONTRASTE (AD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC)","RM Braço","RM","Braço","COM","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM BRAÇO ESQUERDO COM CONTRASTE (PD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC); RM BRAÇO ESQUERDO COM CONTRASTE (AD) - (SEG. APENDICULAR) (MS UNILAT. Ñ INCLUI MAO E ARTIC)"
"369","RM MEMBRO SUPERIOR UNIL. C/C","RM Braço (Membro Superior)","RM","Braço (Membro Superior)","COM","UNILATERAL","","","SIM",""
"370","RM MEMBRO SUPERIOR UNIL. S/ CONTRASTE","RM Braço (Membro Superior)","RM","Braço (Membro Superior)","SEM","UNILATERAL","","","SIM",""
"371","RM COLUNA CERVICAL","RM Coluna Cervical","RM","Coluna Cervical","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"372","RM COLUNA CERVICAL COM CONTRASTE (AD) | RM COLUNA CERVICAL COM CONTRASTE (PD) | RM COLUNA CERVICAL CC","RM Coluna Cervical","RM","Coluna Cervical","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COLUNA CERVICAL COM CONTRASTE (AD); RM COLUNA CERVICAL COM CONTRASTE (PD); RM COLUNA CERVICAL CC"
"373","RM COLUNA CERVICAL S CONTRASTE","RM Coluna Cervical","RM","Coluna Cervical","SEM","","","","SIM",""
"374","RM COLUNA LOMBO SACRA S CONTRASTE | RM PLEXO LOMBOSSACRAL S/C","RM Coluna Lombar","RM","Coluna Lombar","SEM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COLUNA LOMBO SACRA S CONTRASTE; RM PLEXO LOMBOSSACRAL S/C"
"375","RM PLEXO BRAQUIAL (DESF TORACICO/LOMBOSSACRA) | RM COLUNA LOMBAR (LOMBOSSACRA/SACROCOCCIX)","RM Coluna Lombar","RM","Coluna Lombar","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM PLEXO BRAQUIAL (DESF TORACICO/LOMBOSSACRA); RM COLUNA LOMBAR (LOMBOSSACRA/SACROCOCCIX)"
"376","RM PLEXO BRAQUIAL COM CONTRASTE (AD) - (DESF TORACICO/LOMBOSSACRA) | RM PLEXO BRAQUIAL COM CONTRASTE (PD) - (DESF TORACICO/LOMBOSSACRA) | RM COLUNA LOMBAR COM CONTRASTE (AD) -  (LOMBOSSACRA/SACROCOCCIX) | RM COLUNA LOMBAR COM CONTRASTE (PD) -  (LOMBOSSACRA/SACROCOCCIX) | RM COLUNA LOMBO SACRA CC | RM PLEXO LOMBOSSACRAL C/C","RM Coluna Lombar","RM","Coluna Lombar","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM PLEXO BRAQUIAL COM CONTRASTE (AD) - (DESF TORACICO/LOMBOSSACRA); RM PLEXO BRAQUIAL COM CONTRASTE (PD) - (DESF TORACICO/LOMBOSSACRA); RM COLUNA LOMBAR COM CONTRASTE (AD) -  (LOMBOSSACRA/SACROCOCCIX); RM COLUNA LOMBAR COM CONTRASTE (PD) -  (LOMBOSSACRA/SACROCOCCIX); RM COLUNA LOMBO SACRA CC; RM PLEXO LOMBOSSACRAL C/C"
"377","RM COLUNA DORSAL (TORACICA)","RM Coluna Torácica","RM","Coluna Torácica","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"378","RM COLUNA DORSAL (TORACICA) COM CONTRASTE (AD) | RM COLUNA DORSAL (TORACICA) COM CONTRASTE (PD) | RM COLUNA TORACICA CC","RM Coluna Torácica","RM","Coluna Torácica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COLUNA DORSAL (TORACICA) COM CONTRASTE (AD); RM COLUNA DORSAL (TORACICA) COM CONTRASTE (PD); RM COLUNA TORACICA CC"
"379","RM COLUNA TORACICA S CONTRASTE","RM Coluna Torácica","RM","Coluna Torácica","SEM","","","","SIM",""
"380","RM COL CERVICAL DORSAL E LOMBAR CC","RM Coluna Total","RM","Coluna Total","COM","","","","SIM",""
"381","RM COL CERVICAL DORSAL E LOMBAR S CONTRASTE","RM Coluna Total","RM","Coluna Total","SEM","","","","SIM",""
"382","RM CARDIACA (COM CONTRASTE SEM ESTRESSE)","RM Coração","RM","Coração","COM","","com estresse","","SIM",""
"383","RM CORACAO MORFOLOGICO E FUNCIONAL C/C | RM CORACAO MORFOLOGICO E FUNCIONAL+PERFUSAO E VIABILIDADE MIOCARDICA C/C","RM Coração","RM","Coração","COM","","funcional","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM CORACAO MORFOLOGICO E FUNCIONAL C/C; RM CORACAO MORFOLOGICO E FUNCIONAL+PERFUSAO E VIABILIDADE MIOCARDICA C/C"
"384","RM CORACAO MORFOLOGICO E FUNCIONAL S/ CONTRASTE","RM Coração","RM","Coração","SEM","","funcional","","SIM",""
"385","RM CORACAO MORFOLOGICO E FUNCIONAL+PERFUSAO + ESTRESSE","RM Coração","RM","Coração","NAO_INFORMADO","","funcional, com estresse","","SIM","contraste não informado no nome"
"386","RM CORACAO MORFOLOGICO E FUNCIONAL+PERFUSAO + ESTRESSE C/C","RM Coração","RM","Coração","COM","","funcional, com estresse","","SIM",""
"387","RM CORACAO MORFOLOGICO E FUNCIONAL+PERFUSAO E VIABILIDADE MIOCARDICA","RM Coração","RM","Coração","NAO_INFORMADO","","funcional","","SIM","contraste não informado no nome"
"388","RM CORACAO OU AORTA C/CINE-RM C/C | RM CORACAO OU AORTA C/CINE-RM","RM Coração","RM","Coração","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM CORACAO OU AORTA C/CINE-RM C/C; RM CORACAO OU AORTA C/CINE-RM"
"389","RM ARCOS COSTAIS (BILATERAL)","RM Costelas","RM","Costelas","NAO_INFORMADO","BILATERAL","","","SIM","contraste não informado no nome"
"390","RM COTOVELO DIREITO (ARTICULAÇAO)","RM Cotovelo","RM","Cotovelo","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"391","RM COTOVELO DIREITO COM CONTRASTE (PD) - (ARTICULAÇAO) | RM COTOVELO DIREITO COM CONTRASTE (AD) - (ARTICULAÇAO)","RM Cotovelo","RM","Cotovelo","COM","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COTOVELO DIREITO COM CONTRASTE (PD) - (ARTICULAÇAO); RM COTOVELO DIREITO COM CONTRASTE (AD) - (ARTICULAÇAO)"
"392","RM COTOVELO ESQUERDO - (ARTICULAÇAO)","RM Cotovelo","RM","Cotovelo","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"393","RM COTOVELO ESQUERDO COM CONTRASTE (AD) - (ARTICULACAO) | RM COTOVELO ESQUERDO COM CONTRASTE (PD) - (ARTICULACAO)","RM Cotovelo","RM","Cotovelo","COM","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COTOVELO ESQUERDO COM CONTRASTE (AD) - (ARTICULACAO); RM COTOVELO ESQUERDO COM CONTRASTE (PD) - (ARTICULACAO)"
"394","RM COTOVELO OU PUNHO (UNILATERAL) C/C","RM Cotovelo","RM","Cotovelo","COM","UNILATERAL","","","SIM",""
"395","RM COTOVELO OU PUNHO (UNILATERAL) S/ CONTRASTE","RM Cotovelo","RM","Cotovelo","SEM","UNILATERAL","","","SIM",""
"396","RM COXA (UNILATERAL) S/ CONTRASTE","RM Coxa","RM","Coxa","SEM","UNILATERAL","","","SIM",""
"397","RM COXA C/C","RM Coxa","RM","Coxa","COM","","","","SIM",""
"398","RM COXA DIREITA (SEG. APENDICULAR)","RM Coxa","RM","Coxa","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"399","RM COXA DIREITA COM CONTRASTE (PD) - (SEG. APENDICULAR) | RM COXA DIREITA COM CONTRASTE (AD) - (SEG. APENDICULAR)","RM Coxa","RM","Coxa","COM","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COXA DIREITA COM CONTRASTE (PD) - (SEG. APENDICULAR); RM COXA DIREITA COM CONTRASTE (AD) - (SEG. APENDICULAR)"
"400","RM COXA ESQUERDA (SEG. APENDICULAR)","RM Coxa","RM","Coxa","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"401","RM COXA ESQUERDA COM CONTRASTE (AD) - (SEG. APENDICULAR) | RM COXA ESQUERDA COM CONTRASTE (PD) - (SEG. APENDICULAR)","RM Coxa","RM","Coxa","COM","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM COXA ESQUERDA COM CONTRASTE (AD) - (SEG. APENDICULAR); RM COXA ESQUERDA COM CONTRASTE (PD) - (SEG. APENDICULAR)"
"402","RM COXA S/ CONTRASTE","RM Coxa","RM","Coxa","SEM","","","","SIM",""
"403","RM CRANIO (ENCEFALO) COM CONTRASTE (AD) | RM CRANIO (ENCEFALO) COM CONTRASTE (PD) | RM CRANIO CC | RM PERFUSÃO CEREBRAL COM CONTRASTE (INCLUIR EXAME BASE)","RM Crânio","RM","Crânio","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM CRANIO (ENCEFALO) COM CONTRASTE (AD); RM CRANIO (ENCEFALO) COM CONTRASTE (PD); RM CRANIO CC; RM PERFUSÃO CEREBRAL COM CONTRASTE (INCLUIR EXAME BASE)"
"404","RM CRANIO (ENCEFALO) | RM CRANIO | RM PERFUSAO CEREBRAL (INCLUI EXAME BASE)","RM Crânio","RM","Crânio","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM CRANIO (ENCEFALO); RM CRANIO; RM PERFUSAO CEREBRAL (INCLUI EXAME BASE)"
"405","RM CRANIO S CONTRASTE","RM Crânio","RM","Crânio","SEM","","","","SIM",""
"406","RM 1º DEDO MAO DIREITA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","DIREITO","1º dedo","","SIM","contraste não informado no nome"
"407","RM 1º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 1º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","DIREITO","1º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 1º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 1º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"408","RM 1º DEDO MAO ESQUERDA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","ESQUERDO","1º dedo","","SIM","contraste não informado no nome"
"409","RM 1º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 1º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","ESQUERDO","1º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 1º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 1º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"410","RM 2º DEDO MAO DIREITA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","DIREITO","2º dedo","","SIM","contraste não informado no nome"
"411","RM 2º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 2º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","DIREITO","2º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 2º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 2º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"412","RM 2º DEDO MAO ESQUERDA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","ESQUERDO","2º dedo","","SIM","contraste não informado no nome"
"413","RM 2º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 2º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","ESQUERDO","2º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 2º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 2º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"414","RM 3º DEDO MAO DIREITA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","DIREITO","3º dedo","","SIM","contraste não informado no nome"
"415","RM 3º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 3º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","DIREITO","3º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 3º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 3º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"416","RM 3º DEDO MAO ESQUERDA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","ESQUERDO","3º dedo","","SIM","contraste não informado no nome"
"417","RM 3º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 3º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","ESQUERDO","3º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 3º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 3º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"418","RM 4º DEDO MAO DIREITA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","DIREITO","4º dedo","","SIM","contraste não informado no nome"
"419","RM 4º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 4º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","DIREITO","4º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 4º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 4º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"420","RM 4º DEDO MAO ESQUERDA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","ESQUERDO","4º dedo","","SIM","contraste não informado no nome"
"421","RM 4º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 4º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","ESQUERDO","4º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 4º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 4º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"422","RM 5º DEDO MAO DIREITA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","DIREITO","5º dedo","","SIM","contraste não informado no nome"
"423","RM 5º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 5º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","DIREITO","5º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 5º DEDO MAO DIREITA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 5º DEDO MAO DIREITA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"424","RM 5º DEDO MAO ESQUERDA (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","NAO_INFORMADO","ESQUERDO","5º dedo","","SIM","contraste não informado no nome"
"425","RM 5º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR) | RM 5º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)","RM Dedo da Mão","RM","Dedo da Mão","COM","ESQUERDO","5º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 5º DEDO MAO ESQUERDA COM CONTRASTE (AD) (QUIRODACTILO) - (SEGMENTO APENDICULAR); RM 5º DEDO MAO ESQUERDA COM CONTRASTE (PD) (QUIRODACTILO) - (SEGMENTO APENDICULAR)"
"426","RM 1º DEDO PE DIREITO (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","DIREITO","1º dedo","","SIM","contraste não informado no nome"
"427","RM 1º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 1º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","DIREITO","1º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 1º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 1º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"428","RM 1º DEDO PE ESQUERDO - HÁLUX (PODODACTILO) - (ARTICULACAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","ESQUERDO","1º dedo","","SIM","contraste não informado no nome"
"429","RM 1º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 1º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","ESQUERDO","1º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 1º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 1º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"430","RM 2º DEDO PE DIREITO (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","DIREITO","2º dedo","","SIM","contraste não informado no nome"
"431","RM 2º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 2º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","DIREITO","2º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 2º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 2º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"432","RM 2º DEDO PE ESQUERDO (PODODACTILO) - (ARTICULACAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","ESQUERDO","2º dedo","","SIM","contraste não informado no nome"
"433","RM 2º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 2º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","ESQUERDO","2º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 2º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 2º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"434","RM 3º DEDO PE DIREITO (PODODACTILO) - (ARTICULACAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","DIREITO","3º dedo","","SIM","contraste não informado no nome"
"435","RM 3º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 3º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","DIREITO","3º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 3º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 3º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"436","RM 3º DEDO PE ESQUERDO (PODODACTILO) - (ARTICULACAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","ESQUERDO","3º dedo","","SIM","contraste não informado no nome"
"437","RM 3º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 3º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","ESQUERDO","3º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 3º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 3º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"438","RM 4º DEDO PE DIREITO (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","DIREITO","4º dedo","","SIM","contraste não informado no nome"
"439","RM 4º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 4º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","DIREITO","4º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 4º DEDO PE DIREITO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 4º DEDO PE DIREITO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
"440","RM 4º DEDO PE ESQUERDO (PODODACTILO) - (ARTICULACAO)","RM Dedo do Pé","RM","Dedo do Pé","NAO_INFORMADO","ESQUERDO","4º dedo","","SIM","contraste não informado no nome"
"441","RM 4º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO) | RM 4º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)","RM Dedo do Pé","RM","Dedo do Pé","COM","ESQUERDO","4º dedo","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RM 4º DEDO PE ESQUERDO COM CONTRASTE (AD) (PODODACTILO) - (ARTICULAÇAO); RM 4º DEDO PE ESQUERDO COM CONTRASTE (PD) (PODODACTILO) - (ARTICULAÇAO)"
